,id,price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,car_age
298,45682514,17249.0,1051.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,77000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,10.0,8.0
299,45732640,15530.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,280016.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
300,45803334,11290.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,270874.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
303,45569356,18817.0,697.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,85000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,9.0
304,45757721,10349.0,308.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,132563.0,4.0,Automatic,Front,4,Left wheel,Red,0.0,10.0
308,45802275,18669.0,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,52686.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
310,45809240,10660.0,271.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,76525.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,10.0
311,45803780,37000.0,891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,80000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
312,45730373,18826.0,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,186412.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
313,45617817,14583.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,230696.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,13.0
315,45725138,18826.0,836.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,120000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
316,45804512,22649.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,142000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
317,45802112,16590.0,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,42415.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
318,45547620,31988.0,394.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,51000.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,10.0
319,45744745,8624.0,966.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,2.0,19999.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,15.0
320,45694949,21012.0,456.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,89000.0,4.0,Variator,Front,4,Left wheel,Silver,0.0,9.0
321,45746583,10663.0,1266.0,HONDA,FIT,Hatchback,No,Hybrid,1.5,114000.0,4.0,Automatic,Front,4,Right-hand drive,White,8.0,10.0
322,45756836,13485.0,1481.0,VOLKSWAGEN,GTI,Hatchback,No,Petrol,2.0,161000.0,4.0,Manual,Front,4,Left wheel,Black,8.0,18.0
326,45418147,17249.0,697.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,55000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,9.0
327,45810764,17876.0,1661.0,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,120000.0,4.0,Tiptronic,Front,4,Right-hand drive,Silver,10.0,11.0
330,45804403,40769.0,1249.0,TOYOTA,RAV 4 s p o r t,Jeep,No,Petrol,2.5,76000.0,4.0,Tiptronic,4x4,4,Left wheel,Black,12.0,7.0
333,45805624,14113.0,862.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,156800.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,13.0
335,45732782,12777.0,640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,162558.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
337,45787228,23521.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,83000.0,4.0,Variator,Front,4,Left wheel,Silver,10.0,12.0
338,45793522,22580.0,1286.0,AUDI,Q5,Jeep,Yes,Petrol,3.2,150400.0,6.0,Tiptronic,4x4,4,Left wheel,Grey,7.0,14.0
339,45787208,12544.0,645.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,284678.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,13.0
340,45615670,9722.0,473.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,121000.0,4.0,Tiptronic,Front,4,Left wheel,Green,10.0,10.0
341,45656229,3450.0,831.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,13.0
342,45806771,1882.0,308.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,263392.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,10.0
343,44675569,15991.0,1408.0,FORD,Transit,Microbus,No,Diesel,2.2,280000.0,4.0,Manual,Front,4,Left wheel,White,2.0,17.0
344,45641652,11133.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
345,44930562,34184.0,1058.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,133000.0,6.0,Automatic,Rear,4,Left wheel,Black,12.0,12.0
346,44889000,21169.0,781.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,25304.0,4.0,Automatic,Front,4,Left wheel,Brown,8.0,6.0
347,45793531,7495.0,1090.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,71486.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,16.0
348,45813161,4861.0,645.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,95590.0,4.0,Automatic,Front,4,Left wheel,White,12.0,13.0
349,45732969,13485.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,72369.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
351,45797639,20005.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,147718.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
355,45810115,12570.0,761.0,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,152293.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
359,45809650,14009.0,595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,137350.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
360,45760740,8311.0,891.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555.0,4.0,Automatic,Front,4,Left wheel,White,0.0,8.0
362,45812917,25716.0,891.0,FORD,Fusion Titanium,Sedan,Yes,Petrol,2.0,65000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,8.0
363,45801930,21730.0,831.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,32510.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,7.0
365,45801991,19369.0,707.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,153651.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,13.0
367,45804423,25299.0,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,160000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
368,45812673,7213.0,880.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,1.6,28515.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,6.0
369,45808966,6899.0,531.0,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.6,94923.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
374,45067720,9879.0,1267.0,TOYOTA,Aqua S,Hatchback,No,Hybrid,1.5,137000.0,4.0,Automatic,Front,4,Right-hand drive,Silver,6.0,11.0
379,45788616,17249.0,585.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,64800.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,11.0
382,45773579,11604.0,993.0,OPEL,Astra,Goods wagon,No,Diesel,1.3,27000.0,16.0,Manual,Front,4,Left wheel,Black,8.0,18.0
385,45662050,2274.0,247.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,149970.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,10.0
388,45731424,15367.0,878.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,174000.0,4.0,Variator,Front,4,Left wheel,Blue,8.0,15.0
389,45773751,4861.0,1055.0,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,125605.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,11.0
391,45810460,13564.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,228570.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
392,45736700,17876.0,642.0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,128205.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,12.0
397,45660988,14583.0,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,229966.0,6.0,Automatic,4x4,4,Left wheel,Black,0.0,12.0
398,45797535,36827.0,1249.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,137000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
401,45730751,40340.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,59272.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
402,44959769,10976.0,503.0,HONDA,FIT,Hatchback,No,Petrol,1.5,216000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,12.0
403,45774877,25089.0,919.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,86000.0,6.0,Tiptronic,4x4,4,Left wheel,White,12.0,12.0
404,45732150,18688.0,707.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,143166.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
406,45729553,28830.0,629.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,68243.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
408,44874016,23834.0,697.0,FORD,Transit,Microbus,No,Diesel,2.2,141000.0,4.0,Manual,Front,4,Left wheel,White,2.0,12.0
409,45765240,16621.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,13.0
411,45730818,11917.0,530.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,31691.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
412,45743014,13485.0,1018.0,BMW,328 Xdrive,Sedan,Yes,Petrol,3.0,120000.0,6.0,Tiptronic,4x4,4,Left wheel,Black,12.0,13.0
417,45793308,11917.0,641.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,79749.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
418,45644667,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
419,45751082,1568.0,749.0,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,251514.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
421,45732692,13808.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,38206.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
422,44997899,16151.0,586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,110990.0,4.0,Automatic,Front,4,Left wheel,Silver,8.0,12.0
424,45804356,22947.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171344.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
425,45811194,40769.0,919.0,BMW,535 M PAKET,Sedan,Yes,Petrol,3.0,58450.0,6.0,Tiptronic,Rear,4,Left wheel,Grey,12.0,12.0
426,45813701,7840.0,585.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,65989.0,4.0,Automatic,Front,4,Left wheel,Silver,0.0,11.0
428,45796806,25089.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,125000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,10.0
430,45647943,5488.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
432,45797565,9722.0,1111.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.3,130000.0,4.0,Automatic,4x4,4,Right-hand drive,White,4.0,12.0
434,45656510,13956.0,603.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,143619.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,9.0
436,45726790,24415.0,642.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,135490.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
439,45768834,1725.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,107155.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
441,45749251,10976.0,1266.0,TOYOTA,Corolla,Sedan,No,Hybrid,1.5,100000.0,4.0,Variator,Front,4,Right-hand drive,Silver,8.0,10.0
442,45661019,4547.0,1598.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,213998.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,16.0
443,45809534,21285.0,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,52500.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,11.0
444,45774076,29793.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
447,45805172,35570.0,877.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,97880.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
448,45776696,8781.0,503.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,175000.0,4.0,Automatic,Front,4,Left wheel,Black,10.0,12.0
450,45804280,24148.0,749.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,128000.0,4.0,Tiptronic,4x4,4,Left wheel,Red,8.0,10.0
451,45417836,22580.0,308.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,160000.0,4.0,Automatic,Front,4,Left wheel,Black,10.0,10.0
452,45766570,4861.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,136861.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,11.0
454,45792346,8154.0,1236.0,HONDA,FIT,Sedan,No,Petrol,1.3,185000.0,4.0,Automatic,Front,4,Right-hand drive,Black,2.0,13.0
456,45756859,4861.0,333.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,137328.0,4.0,Automatic,Front,4,Left wheel,Silver,0.0,10.0
457,45798242,36065.0,1018.0,BMW,X5,Jeep,Yes,Petrol,3.0,129600.0,6.0,Tiptronic,4x4,4,Left wheel,Black,12.0,13.0
458,45464974,17876.0,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19968.0,4.0,Automatic,Front,4,Left wheel,White,12.0,5.0
459,45731352,18189.0,639.0,BMW,328,Sedan,Yes,Diesel,2.0,250491.0,4.0,Automatic,Rear,4,Left wheel,White,12.0,10.0
461,45732813,15257.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,163374.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
462,45744437,16900.0,1141.0,HONDA,Element,Universal,No,Petrol,2.4,120000.0,4.0,Automatic,4x4,4,Left wheel,Black,6.0,15.0
463,45793088,14740.0,397.0,CITROEN,C1,Hatchback,No,Petrol,1.0,233700.0,4.0,Manual,Front,4,Left wheel,White,6.0,13.0
465,45810490,22825.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,137433.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
466,45769346,12544.0,530.0,KIA,RIO,Sedan,No,Petrol,1.6,137000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
467,45768182,16935.0,353.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,94949.0,4.0,Automatic,Front,4,Left wheel,White,0.0,9.0
471,45730838,44134.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,48910.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
475,45768672,9565.0,784.0,HONDA,Civic,Sedan,Yes,Petrol,1.5,58282.0,4.0,Automatic,Front,4,Left wheel,White,12.0,7.0
476,45713004,12544.0,1024.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,110000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,6.0,14.0
478,45775733,6272.0,1357.0,OPEL,Astra,Universal,No,Petrol,1.6,171000.0,4.0,Manual,Front,4,Left wheel,White,0.0,20.0
481,45746606,10663.0,1236.0,HONDA,FIT,Sedan,Yes,Hybrid,1.3,127000.0,4.0,Variator,Front,4,Right-hand drive,Black,2.0,13.0
482,45802888,44247.0,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,153958.0,4.0,Automatic,Front,4,Left wheel,White,4.0,9.0
484,45805339,19444.0,650.0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.4,36000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,6.0,8.0
489,45525027,9408.0,988.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,113000.0,4.0,Automatic,Front,4,Left wheel,Sky blue,8.0,17.0
490,45262568,23834.0,810.0,TOYOTA,Corolla IM,Hatchback,No,Petrol,1.8,102500.0,4.0,Automatic,Front,4,Left wheel,White,10.0,8.0
491,45810788,22894.0,779.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,101000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,11.0
493,45809011,5604.0,922.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.9,44521.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
495,45763112,18189.0,586.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,136000.0,4.0,Tiptronic,Front,4,Left wheel,Black,8.0,12.0
496,44109014,10976.0,1266.0,HONDA,FIT,Hatchback,No,Hybrid,1.5,121000.0,4.0,Variator,Front,4,Right-hand drive,Silver,0.0,10.0
498,45701762,6429.0,1438.0,OPEL,Combo,Goods wagon,No,Diesel,1.7,171339.0,4.0,Manual,Front,2,Left wheel,White,2.0,21.0
499,45171802,40769.0,1091.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,99200.0,4.0,Tiptronic,4x4,4,Left wheel,Black,10.0,8.0
506,45803386,12231.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,348486.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
509,45732792,17035.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,200867.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
511,45729723,27654.0,629.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,87534.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
513,45802332,14081.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,124850.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
514,45791973,2666.0,900.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,234618.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,9.0
515,45810397,23994.0,730.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,125774.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
517,45674384,14740.0,645.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,161000.0,4.0,Variator,Front,4,Left wheel,Blue,11.0,13.0
519,44491221,18817.0,397.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,80000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,8.0
520,45797440,11563.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,130814.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
521,45803037,45376.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,109446.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
523,45805158,33707.0,877.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,143544.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
531,45802296,44247.0,1091.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,51831.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
539,45808567,6586.0,639.0,AUDI,A4,Sedan,Yes,Petrol,2.0,123640.0,4.0,Automatic,4x4,4,Left wheel,Blue,12.0,10.0
540,45791126,47042.0,1017.0,AUDI,Q5,Jeep,Yes,Petrol,2.0,75186.0,4.0,Automatic,4x4,4,Left wheel,Black,0.0,7.0
541,45809096,5865.0,966.0,DAEWOO,Lacetti,Sedan,Yes,Diesel,2.0,39031.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,15.0
542,45725235,20883.0,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,102000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
545,45789888,25402.0,638.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,67861.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,4.0,10.0
546,45745111,9095.0,1236.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,14590.0,4.0,Automatic,Front,4,Right-hand drive,Grey,0.0,13.0
547,45816140,2666.0,585.0,HYUNDAI,Elantra,Coupe,Yes,Petrol,1.8,89962.0,4.0,Automatic,Front,2,Left wheel,Blue,12.0,11.0
549,45642392,5018.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
551,45782226,11604.0,490.0,HONDA,Insight EX,Hatchback,No,Hybrid,1.3,150000.0,4.0,Variator,Front,4,Left wheel,Grey,8.0,13.0
552,45797674,20005.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,36239.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
553,45642496,5018.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
554,45816638,13799.0,528.0,FORD,Fiesta 1.6,Hatchback,No,Petrol,1.6,134400.0,3.0,Automatic,Front,4,Left wheel,Grey,0.0,10.0
555,45725500,13068.0,836.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,127500.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
556,45518419,14113.0,642.0,FORD,Focus,Hatchback,No,Petrol,2.0,2012.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,12.0
557,45815900,1019.0,900.0,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,245653.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,9.0
560,45809074,6899.0,790.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,50549.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
562,45744803,10192.0,761.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,46527.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
563,45644820,39201.0,517.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.5,166560.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
564,45809726,36235.0,585.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,87000.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,11.0
565,45727306,22843.0,642.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,125926.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
566,45810298,21699.0,642.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,65006.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
567,45804231,25299.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,134312.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
570,45283965,40142.0,639.0,BMW,328,Sedan,Yes,Petrol,2.0,74000.0,4.0,Tiptronic,Rear,4,Left wheel,White,12.0,10.0
571,45809339,19124.0,502.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,94500.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,11.0
572,45793975,11604.0,988.0,RENAULT,Scenic,Minivan,No,Diesel,1.5,240000.0,4.0,Manual,Front,4,Left wheel,Black,6.0,17.0
574,45793506,11917.0,833.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,61232.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
576,45807034,23521.0,640.0,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,200925.0,4.0,Variator,Front,4,Left wheel,Black,12.0,11.0
577,45793280,11604.0,489.0,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,31970.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
578,45550613,18503.0,585.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,117000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,8.0,11.0
582,45618035,1019.0,765.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,37786.0,4.0,Automatic,4x4,4,Left wheel,White,0.0,9.0
583,45728747,32035.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,152847.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
584,45802787,14376.0,769.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,78305.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
585,45344701,25089.0,986.0,LEXUS,HS 250h Hybrid,Sedan,Yes,Hybrid,2.4,64000.0,4.0,Automatic,Front,4,Left wheel,Red,10.0,14.0
587,45808645,5488.0,1077.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,29496.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,5.0
588,45042623,18817.0,586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,1000.0,4.0,Variator,Front,4,Left wheel,Grey,12.0,12.0
589,45654360,3450.0,831.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,13.0
591,45386880,38888.0,1249.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,50000.0,4.0,Automatic,4x4,4,Left wheel,Grey,10.0,7.0
592,45806621,1882.0,1399.0,DODGE,Journey,Jeep,Yes,Petrol,3.5,243477.0,6.0,Automatic,Front,4,Left wheel,Blue,12.0,14.0
595,45815398,23207.0,900.0,HYUNDAI,Sonata SPORT,Sedan,Yes,Petrol,2.4,67840.0,4.0,Tiptronic,Front,4,Left wheel,Black,8.0,9.0
596,44922073,17092.0,891.0,HYUNDAI,Elantra SE,Sedan,No,Petrol,2.0,71886.0,4.0,Automatic,Front,4,Left wheel,Silver,8.0,8.0
597,43951626,7150.0,1111.0,HONDA,FIT,Hatchback,No,Petrol,1.3,129000.0,4.0,Automatic,Front,4,Right-hand drive,White,4.0,12.0
598,45791839,34497.0,1017.0,NISSAN,Rogue Sport,Jeep,No,Petrol,2.0,24000.0,6.0,Automatic,Front,4,Left wheel,White,8.0,7.0
600,45816648,24148.0,810.0,TOYOTA,Auris,Hatchback,No,Petrol,1.8,10200.0,4.0,Automatic,Front,4,Left wheel,White,10.0,8.0
